building_id,building_type,property_type_primary,zip,council_district_code,neighborhood,year_built,num_buildings,num_floors,gross_floor_area_total_SF,gross_floor_area_parking_SF,gross_floor_area_building_SF,property_types_all,property_type_first,gross_floor_area_property_type_first_SF,property_type_second,property_type_third,energy_star_score,site_eui_KBTUSF,weather_norm_site_eui_KBTUSF,source_eui_KBTUSF,weather_norm_source_eui_KBTUSF,total_site_energy_KBTU,weather_norm_total_site_energy_KBTU,steam_use_KBTU,electricity_KWH,electricity_KBTU,natural_gas_THERMS,natural_gas_KBTU,total_ghg_emissions_MTCO2e,ghg_intensity_KGCO2e,log_total_site_energy_KBTU
1,NonResidential,Hotel,98101,7,DOWNTOWN,1927,1,12,88434,0,88434,Hotel,Hotel,88434,,,59,81.69999695,84.30000305,182.5,189,7226362.5,7456910,2003882,1156514.25,3946027,12764.5293,1276453,249.98,2.83,15.79324636
2,NonResidential,Hotel,98101,7,DOWNTOWN,1996,1,11,103566,15064,88502,"Hotel, Parking, Restaurant",Hotel,83880,Parking,Restaurant,60,94.80000305,97.90000153,176.1000061,179.3999939,8387933,8664479,0,950425.1875,3242851,51450.81641,5145082,295.86,2.86,15.94230468
3,NonResidential,Hotel,98101,7,DOWNTOWN,1969,1,41,956110,196718,759392,Hotel,Hotel,756493,,,40,96,97.69999695,241.8999939,244.1000061,72587024,73937112,21566554,14515435,49526664,14938,1493800,2089.28,2.19,18.10029673
5,NonResidential,Hotel,98101,7,DOWNTOWN,1926,1,10,61320,0,61320,Hotel,Hotel,61320,,,54,110.8000031,113.3000031,216.1999969,224,6794584,6946800.5,2214446.25,811525.3125,2768924,18112.13086,1811213,286.43,4.67,15.73163638
8,NonResidential,Hotel,98121,7,DOWNTOWN,1980,1,18,175580,62000,113580,"Hotel, Parking, Swimming Pool",Hotel,123445,Parking,Swimming Pool,75,114.8000031,118.6999969,211.3999939,215.6000061,14172606,14656503,0,1573448.625,5368607,88039.98438,8803998,505.01,2.88,16.4668215
9,Nonresidential COS,Other,98101,7,DOWNTOWN,1999,1,2,97288,37198,60090,Police Station,Police Station,88830,,,1,136.1000061,141.6000061,316.2999878,320.5,12086616,12581712,0,2160443.75,7371434,47151.81641,4715182,301.81,3.1,16.30760928
10,NonResidential,Hotel,98101,7,DOWNTOWN,1926,1,11,83008,0,83008,Hotel,Hotel,81352,,,22,70.80000305,74.5,146.6000061,154.6999969,5758795,6062767.5,0,823919.875,2811215,29475.80078,2947580,176.14,2.12,15.56623881
11,NonResidential,Other,98101,7,DOWNTOWN,1926,1,8,102761,0,102761,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,102761,,,1,61.29999924,68.80000305,141.6999969,152.3000031,6298131.5,7067881.5,2276286.5,1065842.75,3636655,3851.890137,385189,221.51,2.16,15.65576356
12,NonResidential,Hotel,98104,7,DOWNTOWN,1904,1,15,163984,0,163984,Hotel,Hotel,163984,,,40,83.69999695,86.59999847,180.8999939,187.1999969,13723820,14194054,0,2138897.75,7297919,64259,6425900,392.16,2.39,16.43464357
13,Multifamily MR (5-9),Mid-Rise Multifamily,98104,7,DOWNTOWN,1910,1,6,63712,1496,62216,Multifamily Housing,Multifamily Housing,56132,,,2,81.5,85.59999847,182.6999969,187.3999939,4573777,4807679.5,1039735.188,742091.1875,2532015,10020.25977,1002026,151.12,2.37,15.3358499
15,NonResidential,Hotel,98101,7,DOWNTOWN,1969,1,11,153163,19279,133884,Hotel,Hotel,133884,,,26,119.5999985,124.3000031,228.1999969,233,16016644,16646930,5237165.5,1813489.875,6187627,45918.5,4591850,691.26,4.51,16.58913899
16,NonResidential,Hotel,98101,7,DOWNTOWN,1998,1,25,333176,61161,272015,Hotel,Hotel,336640,,,32,80,80.40000153,199,199.3999939,26941110,27070114,5999360.5,5299838.5,18083049,28586.99805,2858700,740.97,2.22,17.10916393
17,NonResidential,Hotel,98104,7,DOWNTOWN,1928,1,9,65009,0,65009,Hotel,Hotel,65009,,,45,101.5,97.80000305,153.6000061,149.8000031,6596057.5,6358719.5,1656352.5,393610.6875,1343000,35967.05078,3596705,328.23,5.05,15.70198268
18,NonResidential,Hotel,98101,7,DOWNTOWN,1980,1,33,315952,57600,258352,"Hotel, Parking",Hotel,295511,Parking,,56,75.5,76.19999695,179.8999939,180.6999969,22325364,22524948,4337738.5,4075083,13904183,40834.39844,4083440,648.62,2.05,16.92123399
19,NonResidential,Hotel,98101,7,DOWNTOWN,1922,1,11,92190,25200,66990,"Hotel, Parking",Hotel,67390,Parking,,31,159.5,165.8999939,297.3999939,303.8999939,10750010,11179203,4870847.5,1123203.125,3832369,20467.93359,2046793,511.39,5.55,16.19041724
21,Nonresidential COS,Other,98154,7,DOWNTOWN,2004,1,11,412000,57000,355000,"Data Center, Library, Parking",Library,364913,Parking,Data Center,1,50.79999924,51.09999847,155.6000061,156,18588860,18706912,737559.5,5231916,17851297,0,0,181.38,0.44,16.73807303
22,NonResidential,Other,98104,7,DOWNTOWN,1930,1,6,103911,0,103911,"Fitness Center/Health Club/Gym, Office, Swimming Pool",Fitness Center/Health Club/Gym,90000,Office,Swimming Pool,1,76.59999847,78.40000153,157.3999939,159.6000061,9956396,10192124,4592347.5,1305354.125,4453868,9101.799805,910180,433.86,4.18,16.11372572
23,NonResidential,Hotel,98104,7,DOWNTOWN,1983,1,28,416281,85000,331281,"Hotel, Parking",Hotel,348329,Parking,,27,96.30000305,98.59999847,228.5,232.8000031,33556756,34351920,0,6220773,21225277,123314.75,12331475,802.89,1.93,17.32874877
24,NonResidential,Mixed Use Property,98104,7,DOWNTOWN,1907,1,5,57452,0,57452,"Office, Other, Other - Lodging/Residential, Restaurant, Social/Meeting Hall",Social/Meeting Hall,16442,Restaurant,Office,1,132.3999939,137.1000061,280.7000122,285,7606084.5,7877219,1776201.875,1103397.125,3764791,20650.91211,2065091,273.02,4.75,15.84445908
25,NonResidential,Hotel,98104,7,DOWNTOWN,1916,1,10,104352,0,104352,Hotel,Hotel,104352,,,35,97.30000305,97.30000305,225.5,225.5,10154608,10154608,3430862,1731644.125,5908370,8153.759766,815376,349.32,3.35,16.13343815
26,NonResidential,Other,98104,7,DOWNTOWN,1916,1,10,540360,0,540360,Courthouse,Courthouse,537150,,,76,83.69999695,87.5,182.6999969,186.6999969,44984468,47023088,0,7138872.5,24357833,206266.3125,20626631,1265.29,2.34,17.62182783
27,NonResidential,Other,98104,3,DOWNTOWN,1985,1,19,385274,0,385274,Other,Other,385274,,,1,124.1999969,128.6000061,229.5,232.8999939,47859812,49539212,0,5351014.5,18257661,296021.5,29602150,1699.45,4.41,17.68378671
28,SPS-District K-12,K-12 School,98118,2,SOUTHEAST,1961,1,2,56228,0,56228,K-12 School,K-12 School,58916,,,97,26.10000038,29.10000038,60.70000076,64.59999847,1539478.5,1713623.5,0,274605.9063,936955,6025.229004,602523,38.53,0.69,14.24695428
29,NonResidential,Hotel,98105,4,NORTHEAST,2001,1,6,88592,30586,58006,"Hotel, Parking",Hotel,58006,Parking,,85,63.20000076,63.29999924,148,148.5,3663534.5,3673186.75,0,664194.375,2266231,13973.03027,1397303,90.01,1.02,15.11393895
30,NonResidential,University,98121,7,DOWNTOWN,1928,1,7,126593,0,126593,College/University,College/University,125000,,,1,90.69999695,97.5,173,180,11343686,12183313,0,1362096.75,4647474,66962.10938,6696211,388.04,3.07,16.24417185
31,NonResidential,Other,98101,7,DOWNTOWN,1930,1,2,67224,0,67224,Automobile Dealership,Automobile Dealership,67224,,,1,19.5,19.5,61.20000076,61.20000076,1310236.625,1310236.625,0,384008.3125,1310236,0,0,9.13,0.14,14.08571831
32,NonResidential,Hotel,98101,7,EAST,1991,1,8,158676,30301,128375,"Hotel, Parking, Retail Store, Swimming Pool",Hotel,112676,Parking,Retail Store,1,45.5,46.29999924,58,58.79999924,5328051.5,5424942,0,167733.5,572307,47557.44922,4755745,256.57,1.62,15.48849616
33,NonResidential,Hotel,98101,7,DOWNTOWN,2001,1,10,171866,38281,133585,Hotel,Hotel,128909,,,55,85.80000305,86.69999695,181.1000061,180.6000061,11061916,11171407,0,1644403.75,5610706,54512.09766,5451210,328.63,1.91,16.21901878
35,NonResidential,Hotel,98121,7,DOWNTOWN,1978,1,5,68410,16200,52210,Hotel,Hotel,47994,,,55,92.90000153,95,199.6999969,206.3000031,4456714.5,4557974,0,687675.625,2346349,21103.65039,2110365,128.44,1.88,15.30992239
36,SPS-District K-12,K-12 School,98125,5,NORTH,1949,1,2,160645,0,160645,K-12 School,K-12 School,164229,,,75,41.29999924,47.5,68.09999847,75.69999695,6779173,7800349.5,0,570809.1875,1947601,48315.71875,4831572,270.18,1.68,15.72936568
38,NonResidential,Small- and Mid-Sized Office,98070,4,LAKE UNION,1906,1,3,87262,0,87262,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,40943,K-12 School,Other - Entertainment/Public Assembly,1,61.5,69.80000305,106.5,115.9000015,4145920.5,4703690,0,396495.6875,1352843,27930.77148,2793077,157.77,1.81,15.2376354
40,NonResidential,Hotel,98105,4,NORTHEAST,1994,1,4,81871,0,81871,Hotel,Hotel,81871,,,24,81.5,82.19999695,162.5,164.8999939,6668568.5,6731281.5,0,884056,3016399,36521.69141,3652169,215,2.63,15.71291578
41,NonResidential,Self-Storage Facility,98105,4,NORTHEAST,1955,1,2,110356,0,110356,Self-Storage Facility,Self-Storage Facility,26225,,,1,12.10000038,12.39999962,35.20000076,35.5,318364.8125,326223.0938,0,82434,281265,371,37100,3.93,0.04,12.67095321
46,NonResidential,Warehouse,98118,2,GREATER DUWAMISH,1961,3,2,714095,0,714095,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,616000,Refrigerated Warehouse,Office,1,46.40000153,45.79999924,145.8999939,143.8000031,44731160,44110016,0,13109951,44731153,0,0,311.84,0.44,17.61618091
50,SPS-District K-12,K-12 School,98199,7,MAGNOLIA / QUEEN ANNE,1990,1,2,54986,0,54986,K-12 School,K-12 School,54986,,,99,30,32.79999924,77.80000305,83.19999695,1650279.25,1802471.375,0,356855,1217589,4326.897461,432690,31.47,0.57,14.31645507
51,SPS-District K-12,K-12 School,98115,4,NORTHEAST,1950,1,2,175565,0,175565,K-12 School,K-12 School,182861,,,89,35,40.09999847,55,60.40000153,6399127.5,7329817.5,0,468840.5,1599684,47994.43359,4799443,266.05,1.52,15.67167221
52,NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,1961,1,2,94900,0,94900,"Non-Refrigerated Warehouse, Office",Office,55586,Non-Refrigerated Warehouse,,55,65.19999695,68.90000153,163,165.8999939,6186461.5,6536359.5,0,1257791.75,4291585,18948.75977,1894876,130.56,1.38,15.63787383
53,NonResidential,Small- and Mid-Sized Office,98144,2,GREATER DUWAMISH,1900,1,2,52554,0,52554,"Office, Other - Education",Office,51029,Other - Education,,84,50.09999847,53.5,108.6999969,112.3000031,2951331.25,3150635.5,0,462998,1579749,13715.82031,1371582,83.86,1.6,14.8977669
54,NonResidential,K-12 School,98103,6,NORTHWEST,1954,1,3,175015,0,175015,K-12 School,K-12 School,175015,,,97,40,45.09999847,74,80.40000153,6994740.5,7886505.5,0,785386.6875,2679739,43150.00781,4315001,247.85,1.42,15.76066907
55,NonResidential,Self-Storage Facility,98121,7,DOWNTOWN,1911,1,3,70586,0,70586,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,38439,Vocational School,Office,1,30.60000038,33.09999847,76.59999847,79.19999695,2158629,2331573.25,0,439691.9063,1500229,6584,658400,45.43,0.64,14.58498386
56,NonResidential,Hotel,98101,7,DOWNTOWN,1969,1,24,332210,205970,126240,Hotel,Hotel,348630,,,66,46.40000153,46.40000153,121.8000031,121.8000031,16163194,16163194,0,3576906.75,12204406,39587.86719,3958787,295.33,0.89,16.59824724
57,NonResidential,Large Office,98101,7,DOWNTOWN,1973,1,5,168115,0,168115,"Data Center, Office, Retail Store",Office,103362,Retail Store,Data Center,78,56.29999924,56.29999924,176.6000061,176.6000061,9536161,9536161,0,2794888.75,9536160,0,0,66.48,0.4,16.07060155
58,NonResidential,Other,98101,7,DOWNTOWN,1920,1,2,57428,0,57428,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,51747,"Personal Services (Health/Beauty, Dry Cleaning, etc)",,1,21.70000076,21.60000038,48.79999924,48.40000153,1247362,1239429.75,0,209536.5938,714939,5324.230469,532423,33.26,0.58,14.03654148
59,NonResidential,Small- and Mid-Sized Office,98101,7,DOWNTOWN,1910,1,8,59400,0,59400,"Office, Retail Store",Office,34947,Retail Store,,8,85.40000153,88.30000305,398.7000122,412.2000122,5071974,5242479.5,0,1486510.375,5071973,0,0,35.36,0.6,15.43924065
62,NonResidential,Hotel,98101,7,DOWNTOWN,1930,1,20,98634,10043,88591,"Hotel, Parking, Restaurant",Hotel,83591,Parking,Restaurant,71,54.59999847,57.29999924,158.6000061,167,4841347.5,5078816,0,1257344.25,4290059,5512.879883,551288,59.19,0.6,15.39270365
63,NonResidential,Hotel,98101,7,DOWNTOWN,1982,1,34,994212,146694,847518,"Hotel, Parking, Swimming Pool",Hotel,994212,Parking,Swimming Pool,62,80.90000153,82.80000305,182.5,184.5,80469216,82318072,11598686,13348631,45545529,233249.9219,23324992,2451.58,2.47,18.20338526
65,NonResidential,Hotel,98101,7,DOWNTOWN,1985,1,7,71150,0,71150,"Hotel, Parking, Restaurant, Retail Store",Hotel,41340,Parking,Retail Store,100,93.09999847,93.09999847,215.8999939,215.8999939,5348309,5348309,0,950732.8125,3243900,21044.08008,2104408,134.38,1.89,15.49229099
66,NonResidential,Hotel,98101,7,DOWNTOWN,1908,1,7,122810,0,122810,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,88360,Other - Entertainment/Public Assembly,Retail Store,101,44,49.59999847,68.19999695,74.09999847,5401277.5,6088417.5,0,379121.0938,1293561,41077.16016,4107716,227.18,1.85,15.50214606
67,NonResidential,Hotel,98109,7,LAKE UNION,1959,1,5,113173,42546,70627,"Hotel, Parking",Hotel,70627,Parking,,87,74.80000305,76.90000153,165.6999969,172.1000061,5284343.5,5428403.5,0,863036.3125,2944680,23396.62891,2339663,144.79,1.28,15.48025895
68,NonResidential,Hotel,98109,7,LAKE UNION,2000,1,7,150453,34735,115718,Hotel,Hotel,107547,Restaurant,,85,60.70000076,61.79999924,128,129.8000031,6715187,6835263.5,0,995342.5,3396109,33190.77734,3319078,199.95,1.33,15.71988224
69,NonResidential,Hotel,98109,7,LAKE UNION,1997,1,6,116300,28200,88100,Hotel,Hotel,88490,Parking,,81,65.90000153,67.09999847,144.5,147.1000061,5827595.5,5941927,0,934483.3125,3188457,26391.38086,2639138,162.39,1.4,15.57811504
70,NonResidential,Hotel,98119,7,MAGNOLIA / QUEEN ANNE,1998,1,6,155602,36744,118858,Hotel,Hotel,155602,,,82,43.90000153,44,107.4000015,107.5999985,6836900,6849826.5,0,1336148.125,4558937,22779.61914,2277962,152.76,0.98,15.73784497
73,NonResidential,K-12 School,98136,3,EAST,1911,1,3,56072,0,56072,K-12 School,K-12 School,56072,,,76,57.70000076,67.80000305,81.09999847,92.69999695,3234787.75,3800842.5,0,161743.0938,551867,26829.20117,2682920,146.34,2.61,14.98947387
77,NonResidential,Hotel,98109,7,MAGNOLIA / QUEEN ANNE,1999,1,4,122942,44891,78051,"Hotel, Parking",Hotel,78051,Parking,,96,68.40000153,69,136.6999969,138.6999969,5337334,5387530,0,710354.5,2423730,29136.03906,2913604,171.64,1.4,15.49023684
82,NonResidential,Small- and Mid-Sized Office,98122,3,CENTRAL,1962,1,2,54984,0,54984,Office,Office,54984,,,71,61.40000153,66,139.6000061,144.5,3375211,3630147.25,0,579786,1978230,13969.80957,1396981,87.98,1.6,15.0319684
84,NonResidential,Senior Care Community,98126,1,SOUTHWEST,1922,1,5,217603,0,217603,"Parking, Senior Care Community",Senior Care Community,296313,Parking,,52,144.3999939,153.6999969,235,244.8000031,42792072,45547252,0,3465642.5,11824772,309673,30967300,1727.11,7.94,17.57186341
85,NonResidential,Senior Care Community,98133,5,NORTHWEST,1970,1,2,93397,0,93397,Senior Care Community,Senior Care Community,93397,,,2,175.6000061,181.6000061,311.5,320,16402563,16959754,0,1664565.75,5679498,107230.6406,10723064,609.1,6.52,16.61294816
86,NonResidential,Hotel,98109,7,LAKE UNION,2008,1,6,84103,20732,63371,"Hotel, Parking",Hotel,63371,Parking,,74,58.5,59.79999924,154.1999969,156.6999969,3706100.25,3787499,0,824351.625,2812688,8934.120117,893412,67.06,0.8,15.12549074
89,NonResidential,Medical Office,98122,3,EAST,1965,0,3,179014,0,179014,Medical Office,Medical Office,179014,,,45,93.30000305,92.30000305,213.3999939,210.3000031,16701055,16527711,0,2897562.75,9886484,68145.70313,6814570,430.84,2.41,16.63098245
95,NonResidential,Hotel,98104,3,EAST,1908,1,7,76631,0,76631,Hotel,Hotel,76631,,,71,94.69999695,94.59999847,172,171.6999969,7258758.5,7250730.5,0,779819,2660742,45980.16016,4598016,262.75,3.43,15.79771937
98,NonResidential,Retail Store,98109,7,LAKE UNION,1929,1,2,58320,0,58320,Retail Store,Retail Store,72072,,,98,14.60000038,17.20000076,25.79999924,28.79999924,1049748.625,1243027.75,0,106038.5,361803,6879.452148,687945,39.06,0.67,13.86406129
100,NonResidential,Large Office,98109,7,LAKE UNION,2010,1,5,316306,0,316306,"Office, Other, Parking, Retail Store",Office,261826,Parking,Other,98,48,48.40000153,144,144.3999939,13795954,13909270,0,3772301,12871091,9248.610352,924861,138.85,0.44,16.43988592
102,NonResidential,Hotel,98109,3,LAKE UNION,1990,1,7,282863,44766,238097,"Hotel, Parking",Hotel,235788,Parking,,33,82.5,85.59999847,184,189.1999969,19459304,20194606,0,3218245,10980652,84786.50781,8478651,526.85,1.86,16.78383587
103,Nonresidential COS,Other,98109,7,MAGNOLIA / QUEEN ANNE,1962,1,1,389000,0,389000,Other,Other,368000,,,1,64.30000305,64.5,151.6000061,152.1000061,23658978,23736924,6093150,4226010,14419146,6886.799805,688680,607.41,1.56,16.97925322
104,Nonresidential COS,Other,98109,7,MAGNOLIA / QUEEN ANNE,1962,1,1,91213,0,91213,Other,Other,65000,,,1,125.1999969,125.9000015,261.7000122,265.3999939,8141155.5,8181881,4120130,1100268.125,3754115,0,0,344.2,3.77,15.91244268
106,Nonresidential COS,Other,98109,7,MAGNOLIA / QUEEN ANNE,1938,1,5,396085,0,396085,Other,Other,278500,,,1,75.19999695,76.30000305,138.1000061,140,20955026,21257836,9763690,2125534.75,7252325,0,0,804.2,2.03,16.85788908
107,NonResidential,Large Office,98109,7,LAKE UNION,2010,1,12,571329,0,571329,"Office, Other, Parking",Office,598801,Parking,Other,93,63.40000153,64.19999695,174.1999969,176.3999939,39605888,40153432,0,9439097,32206199,73996.85156,7399685,617.52,1.08,17.49448835
110,Nonresidential COS,Other,98109,7,MAGNOLIA / QUEEN ANNE,1962,1,2,52000,0,52000,Other,Other,52000,,,1,52.40000153,51.59999847,110.4000015,109.5,2726369,2682242.75,1202380,379058.9063,1293349,0,0,101.83,1.96,14.81848125
111,Nonresidential COS,Other,98109,7,MAGNOLIA / QUEEN ANNE,1928,1,1,60696,0,60696,Other,Other,108000,,,1,8.100000381,8.100000381,25.5,25.5,875943.3125,875943.3125,0,256724.2969,875943,0,0,6.11,0.1,13.68305666
112,Nonresidential COS,Other,98109,7,MAGNOLIA / QUEEN ANNE,1928,1,2,262048,0,262048,Other,Other,296000,,,1,70,70.30000305,171.1999969,175.1999969,20723248,20823520,5137220,3960341.75,13512686,0,0,490.73,1.87,16.84676672
113,NonResidential,Small- and Mid-Sized Office,98109,7,MAGNOLIA / QUEEN ANNE,1986,0,2,66240,2352,63888,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900,Data Center,Distribution Center,1,74.90000153,75.40000153,235.1999969,236.6000061,4166306.25,4192107.75,0,1221074.25,4166305,0,0,29.04,0.44,15.24254041
114,NonResidential,Large Office,98109,7,MAGNOLIA / QUEEN ANNE,2010,1,6,920598,303707,616891,"Office, Other, Parking",Office,729584,Parking,Other,95,49.79999924,51.79999924,130.8000031,131.6000061,36667044,38105108,0,8088294.5,27597261,90697.79688,9069780,674.09,0.73,17.41738893
115,NonResidential,Small- and Mid-Sized Office,98033,7,MAGNOLIA / QUEEN ANNE,1970,1,4,76213,25930,50283,"Office, Other, Parking",Office,48546,Parking,Other,67,68.19999695,71.59999847,192.3999939,196,3476212.5,3647345.75,0,863039.875,2944692,5315.200195,531520,48.76,0.64,15.0614539
116,NonResidential,Hotel,98109,7,MAGNOLIA / QUEEN ANNE,2002,1,6,96910,36934,59976,"Hotel, Parking",Hotel,59976,Parking,,54,86,87.90000153,182.1999969,188.3999939,5155568.5,5274523,0,772863.625,2637011,25185.58008,2518558,152.14,1.57,15.45558795
117,NonResidential,Hotel,98105,4,NORTHEAST,1962,2,4,50017,0,50017,"Hotel, Swimming Pool",Hotel,50017,Swimming Pool,,51,108.9000015,110.5,203.3000031,205.8000031,5448975,5528580.5,0,623770.6875,2128306,33206.69141,3320669,191.2,3.82,15.51093808
119,NonResidential,K-12 School,98112,3,EAST,1923,1,3,67743,0,67743,K-12 School,K-12 School,67743,,,30,39.09999847,44.79999924,82.30000305,89.30000305,2646879,3036464,0,392082.5938,1337786,13090.93066,1309093,78.85,1.16,14.78889177
120,NonResidential,K-12 School,98112,3,EAST,1908,1,6,194104,0,194104,K-12 School,K-12 School,194104,,,4,32,37.09999847,54,60.09999847,6219841.5,7204080,0,553309.6875,1887893,43319.48828,4331949,243.23,1.25,15.64325498
121,NonResidential,Small- and Mid-Sized Office,98144,3,SOUTHEAST,2003,1,3,99433,35752,63681,"Office, Parking",Office,63681,Parking,,62,76.90000153,78.19999695,241.5,245.6000061,4897760,4980737.5,0,1435451.25,4897760,0,0,34.14,0.34,15.40428852
125,SPS-District K-12,K-12 School,98108,2,GREATER DUWAMISH,1957,1,1,130862,0,130862,K-12 School,K-12 School,134446,,,60,48,54.29999924,85.59999847,93.5,6456026,7300977.5,0,663194.5,2262820,41932.06641,4193207,238.48,1.82,15.68052452
127,SPS-District K-12,K-12 School,98118,2,SOUTHEAST,1989,1,3,59955,0,59955,K-12 School,K-12 School,59955,,,95,27.20000076,29.20000076,78.69999695,83,1633399.375,1749171.25,0,420989.4063,1436416,1969.83252,196983,20.48,0.34,14.30617391
130,SPS-District K-12,K-12 School,98119,7,MAGNOLIA / QUEEN ANNE,1964,1,2,93218,0,93218,K-12 School,K-12 School,93218,,,87,31,34.5,65.90000153,70.80000305,2887392,3216155,0,435743.8125,1486758,14006.33984,1400634,84.75,0.91,14.87586423
131,NonResidential,Other,98115,4,NORTHEAST,1941,1,4,56521,0,56521,Other,Other,49000,,,1,129.6999969,129.8999939,407.3999939,408,6357632,6367210,0,1863315.125,6357631,0,0,44.32,0.78,15.66516654
132,NonResidential,Other,98115,4,NORTHEAST,1929,1,2,206934,0,206934,"Other, Parking",Other,119146,Parking,,1,35.70000076,36.79999924,72.59999847,72.90000153,4253577.5,4384625.5,0,586489.8125,2001103,22524.74023,2252474,133.58,0.65,15.26327095
136,NonResidential,Hotel,98133,5,NORTHWEST,2001,1,4,51390,0,51390,"Hotel, Parking",Hotel,51390,Parking,,90,70.30000305,70.40000153,130.6999969,130.8999939,3611538,3616214,0,409815,1398289,22132.49023,2213249,127.29,2.48,15.09964428
137,SPS-District K-12,K-12 School,98133,5,NORTHWEST,1963,1,2,131013,0,131013,K-12 School,K-12 School,131909,,,89,29.5,32.5,59.09999847,62.90000153,3894584.5,4290831.5,0,520365.6875,1775488,21190.9668,2119097,124.92,0.95,15.17509756
138,SPS-District K-12,K-12 School,98133,5,NORTHWEST,1959,1,1,245587,0,245587,K-12 School,K-12 School,245587,,,94,47.90000153,52.40000153,83.69999695,89.09999847,11765682,12870916,0,1150648.125,3926011,78396.69531,7839670,443.73,1.81,16.28069755
139,NonResidential,Hotel,98133,5,NORTHWEST,2002,1,3,69138,0,69138,Hotel,Hotel,70609,,,78,45.90000153,47.09999847,101.5999985,104.6999969,3242458,3323400.5,0,528396.6875,1802889,14395.68164,1439568,89.02,1.29,14.99184224
144,NonResidential,Hotel,98104,7,DOWNTOWN,1904,1,5,190980,0,190980,"Hotel, Parking",Hotel,190980,Parking,,100,34.09999847,34.09999847,84,84,6505995,6505995,0,1290419.25,4402910,21030.83984,2103084,142.39,0.75,15.68823462
145,Nonresidential COS,Other,98111,7,DOWNTOWN,1998,1,6,284100,0,284100,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750,,,1,77.19999695,78.40000153,192.5,192,14641502,14881950,4311136,2873101.25,9803021,5273.430176,527343,429.12,1.51,16.49937066
148,SPS-District K-12,K-12 School,98107,6,Ballard,1991,1,2,55513,0,55513,K-12 School,K-12 School,59097,,,95,25.60000038,27.10000038,80.40000153,85,1513570.75,1598852.625,0,443602.1875,1513571,0,0,10.55,0.19,14.22998215
163,Nonresidential COS,Other,98104,2,DOWNTOWN,2006,1,4,61156,0,61156,"Office, Other",Other,42755,Office,,1,130.1000061,132.6999969,338.2999878,337.1000061,9363374,9550716,0,2036128.25,6947270,24161.04102,2416104,176.75,2.89,16.05231625
167,NonResidential,Other,98104,2,DOWNTOWN,1910,1,4,72820,13820,59000,Museum,Museum,58000,,,1,34.70000076,36.09999847,83.69999695,85.19999695,2010454.625,2095175.25,0,384428.3125,1311669,6987.850098,698785,46.26,0.64,14.51387144
168,NonResidential,Hotel,98109,7,MAGNOLIA / QUEEN ANNE,1996,1,4,162222,14200,148022,"Hotel, Parking",Hotel,113702,Parking,,76,69.90000153,70.5,150.5,151.1999969,7946961,8016521,0,1230205.625,4197462,37494.98828,3749499,228.4,1.41,15.88830015
169,SPS-District K-12,K-12 School,98144,2,SOUTHEAST,1990,1,4,289588,0,289588,K-12 School,K-12 School,289588,,,92,30.5,33,78.5,82.30000305,8819852,9542598,0,1890317.75,6449764,23700.86328,2370086,170.84,0.59,15.99251565
170,NonResidential,University,98122,3,EAST,1915,1,3,63330,0,63330,College/University,College/University,64820,,,1,47.20000076,50.70000076,111.1999969,116,3059758,3284214.5,0,560100.6875,1911064,11486.94043,1148694,74.33,1.17,14.93384639
172,Campus,University,98106,1,DELRIDGE,1970,27,2,441071,0,441071,College/University,College/University,483000,,,1,79.30000305,85.19999695,192.8000031,202.6000061,38301744,41151732,0,7419277.5,25314575,129871.6641,12987166,866.23,1.96,17.46100599
173,NonResidential,Small- and Mid-Sized Office,98115,4,NORTHEAST,2002,1,2,96300,0,96300,"Data Center, Office",Office,92300,Data Center,,1,167.8000031,167.3999939,476.5,471.1000061,16319835,16274449,0,4095456,13973696,23461.37109,2346137,222.02,2.31,16.6078918
174,Nonresidential COS,Other,98134,2,GREATER DUWAMISH,1950,1,1,67356,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359,,,1,109.4000015,118.3000031,242.6999969,252.1000061,7475577.5,8086930.5,0,1225674.375,4182001,32935.76172,3293576,204.08,3.03,15.82715193
175,SPS-District K-12,K-12 School,98122,3,CENTRAL,2008,1,3,254523,0,254523,K-12 School,K-12 School,254523,,,59,53.29999924,58.20000076,120.3000031,126.3000031,13567774,14810159,0,2296326.25,7835065,57327.08203,5732708,359.09,1.41,16.42320798
176,SPS-District K-12,K-12 School,98118,2,SOUTHEAST,2001,1,3,78804,0,78804,K-12 School,K-12 School,78804,,,94,31.70000076,34,76.90000153,79.30000305,2499140,2677620.75,0,482184.6875,1645214,8539.256836,853926,56.82,0.72,14.73145723
